battle	battle	alliances	()	battle_alliances	Creates and returns a battle_alliances object listing all alliances on the battlefield.
battle	battle	appdata_screenshots	()	string	Returns a path to the screenshots directory. This is used by the autotest system.
battle	battle	assault_equipment	()	battle_assault_equipment	Creates and returns a battle_assault_equipment object listing all vehicles (such as siege towers and battering rams) on the battlefield.
battle	battle	battle_outcome_decided	()	boolean	Returns whether a victor has been decided in the battle, or whether the battle has been determined to be a draw. This happens when the VictoryCountdown phase change occurs.
battle	battle	battle_type	()	string	Returns the battle type as a string.
battle	battle	buildings	()	battle_buildings	Creates and returns a battle_buildings object listing all buildings on the battlefield.
battle	battle	camera	()	battle_camera	Creates and returns a battle_camera object.
battle	battle	capture_location_manager	()	battle_capture_location_manager	Creates and returns a battle_capture_location_manager object, which can be queried to gain handles to individual battle_capture_location objects.
battle	battle	change_conflict_time_update_overridden	(disable_update: boolean)		Enables or disables the countdown of the conflict timer. Call with an argument of true to disable the countdown of the conflict timer, or false to enable it again. With conflict time update overridden, time can pass but the victory timer will not count down.
battle	battle	change_victory_countdown_limit	(time_limit: number)		Change the victory countdown limit. This is the grace period that begins counting down once a victor in the battle has been determined but before the battle actually ends, and is usually ten seconds.
battle	battle	cindy_playback	(scene_path: string, blend_in: number?, blend_out: number?)		Starts a cindy scene. This plays a cindy cinematic, taking control of the camera. battle:cindy_preload can be called prior to calling this function to preload the scene data.
battle	battle	cindy_playback_no_camera	(scene_path: string, clear_scene: boolean, save_to_replay: boolean?)		Starts a cindy scene without a camera track. This can be run in parallel with a scene initiated with battle:cindy_playback. battle:cindy_preload can be called prior to calling this function to preload the scene data.
battle	battle	cindy_preload	(scene_path: string)		Preloads a cindy scene. Calling this prior to a cindy scene being played can help prevent a noticeable stall at the start of playback.
battle	battle	close_advisor	()		Dismisses the advisor, if currently shown.
battle	battle	composite_scenes_system	()	battle_composite_scenes_system	Creates and returns a battle_composite_scenes_system object
battle	battle	current_battle_speed	()	number	Returns the current game speed.
battle	battle	debug_drawing	()	battle_debug_drawing	Creates and returns a battle_debug_drawing object, allowing the script to draw debug lines on the battlefield.
battle	battle	disable_all_abilities	()		Disable all abilities on the battle
battle	battle	disable_formations	(disable_formations: boolean)		Disables or enables formations functionality.
battle	battle	disable_groups	(disable_grouping: boolean)		Disables or enables grouping functionality.
battle	battle	disable_orders	(disable_orders: boolean)		Disables or enables the giving of any orders at all.
battle	battle	disable_shortcut	(shortcut_name: string, should_disable: boolean)		Disables or re-enables a keyboard shortcut by name. A list of keyboard shortcuts is available from the UI team.
battle	battle	enable_all_abilities	()		Disable all abilities on the battle
battle	battle	enable_cinematic_camera	(enable_cinematic_camera: boolean)		Enables or disables the cinematic camera. The cinematic camera is not limited by altitude or proximity to the player's army - it can be positioned anywhere on the battlefield, including below the ground.
battle	battle	enable_cinematic_ui	(enable_cinematic_ui: boolean, show_cursor: boolean?, enable_cinematic_bars: boolean?)		Enables or disables a script lock on the state of the cinematic UI. Additional parameters may be used to enable/disable the mouse cursor and cinematic bars respectively.
battle	battle	enable_tooltips	(enable_tooltips: boolean)		Enables or disables tooltips.
battle	battle	enable_unit_ids	(show_ids: boolean)		Enables or disables the unit IDs - the flags or icons floating above each unit in battle. This provides exactly the same functionality as battle:set_banners_enabled, except the removal/reinstatement of banners in this case will be preserved in replays.
battle	battle	end_benchmark	()		Ends a currently-running benchmark, showing benchmarking statistics and ending the battle.
battle	battle	end_current_battle_phase	()		Immediately ends the current battle phase, moving on to the next phase. The main use for this function is to force deployment phase to end - calling this function has no effect in combat phase.
battle	battle	error	(message: string)		Shows an assert dialog with the supplied message.
battle	battle	fade_volume	(volume_type: number, target_level: number, fade_time: number)		Gradually fades the volume level of a specified volume type to a specified value over a specified interval. Valid volume types are given in the Volume Types section of this documentation.
battle	battle	force_battle_end	(winning_alliance_number: number, reason: string, immediate: boolean?, force_winner: boolean?)		Ends the battle in favour of one side or the other. A draw may also be specified. A reason string must be specified from the following list: none timeout kill_or_rout kill_enemy capture_settlement capture_locations sink_or_surrender_fleet autoresolve surrender...
